Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,1562.0999755859375,1573.0,1555.949951171875,1558.5999755859375,1544.385009765625,1003018
2021-01-04,1566.0,1567.0,1538.0,1550.9000244140625,1536.7552490234375,1383979
2021-01-05,1545.0,1576.8499755859375,1541.5,1570.949951171875,1556.622314453125,1351709
2021-01-06,1578.0,1621.3499755859375,1561.8499755859375,1572.5999755859375,1558.25732421875,3312171
2021-01-07,1570.0,1570.0,1535.0,1542.3499755859375,1528.2830810546875,2820445
2021-01-08,1547.9000244140625,1555.300048828125,1521.5,1548.5999755859375,1534.4761962890625,3478504
2021-01-11,1560.0,1572.0,1545.699951171875,1563.9000244140625,1549.63671875,1425529
2021-01-12,1560.0,1560.800048828125,1524.0,1527.0999755859375,1513.1722412109375,2550741
2021-01-13,1530.0,1536.0,1495.0,1505.800048828125,1492.066650390625,3527208
2021-01-14,1508.0,1517.8499755859375,1480.050048828125,1489.949951171875,1476.3612060546875,2814477
2021-01-15,1489.949951171875,1509.0,1471.300048828125,1477.25,1463.7769775390625,1725346
2021-01-18,1467.0,1509.0,1460.0,1503.550048828125,1489.837158203125,2302268
2021-01-19,1518.0,1524.0,1501.0,1519.9000244140625,1506.0379638671875,2279346
2021-01-20,1519.9000244140625,1541.0,1519.9000244140625,1531.300048828125,1517.3341064453125,1838240
2021-01-21,1533.0999755859375,1549.8499755859375,1512.050048828125,1517.300048828125,1503.4617919921875,1558030
2021-01-22,1522.0,1534.699951171875,1487.0,1491.199951171875,1477.599609375,1364197
2021-01-25,1505.050048828125,1512.800048828125,1478.75,1499.8499755859375,1486.1708984375,1604484
2021-01-27,1505.0,1505.0,1432.0,1440.699951171875,1427.560302734375,2021747
2021-01-28,1420.0,1454.449951171875,1415.6500244140625,1450.0999755859375,1436.8746337890625,1850239
2021-01-29,1456.0,1469.25,1415.25,1420.300048828125,1407.346435546875,2435997
2021-02-01,1437.800048828125,1508.550048828125,1423.6500244140625,1501.550048828125,1487.85546875,2215933
2021-02-02,1515.0,1536.0,1482.0,1485.449951171875,1471.902099609375,1974202
2021-02-03,1492.0,1529.0,1492.0,1525.1500244140625,1511.2401123046875,1853072
2021-02-04,1530.0,1540.0,1488.0999755859375,1513.5999755859375,1499.79541015625,2728965
2021-02-05,1518.550048828125,1538.949951171875,1504.5,1509.449951171875,1495.683349609375,1344007
2021-02-08,1514.0,1564.8499755859375,1510.050048828125,1541.699951171875,1527.6390380859375,2683198
2021-02-09,1548.0,1584.6500244140625,1543.050048828125,1559.9000244140625,1545.673095703125,2364475
2021-02-10,1575.4000244140625,1588.0,1526.0,1563.1500244140625,1548.8935546875,2125469
2021-02-11,1552.0,1575.9000244140625,1511.25,1524.699951171875,1510.794189453125,5970196
2021-02-12,1536.699951171875,1536.699951171875,1491.0,1494.199951171875,1480.572265625,3284441
2021-02-15,1506.0,1518.5,1476.75,1484.75,1471.2086181640625,3156535
2021-02-16,1492.1500244140625,1505.0,1461.0,1471.8499755859375,1458.4261474609375,3090249
2021-02-17,1469.4000244140625,1483.0,1449.5,1460.4000244140625,1447.08056640625,2096959
2021-02-18,1465.0999755859375,1471.9000244140625,1429.0,1433.0,1419.9305419921875,2686046
2021-02-19,1434.0,1444.9000244140625,1412.800048828125,1425.550048828125,1412.548583984375,2543997
2021-02-22,1425.0,1433.0999755859375,1396.0,1405.25,1392.43359375,1931189
2021-02-23,1415.0,1436.949951171875,1400.1500244140625,1424.050048828125,1411.062255859375,1871135
2021-02-24,1424.050048828125,1474.0,1424.050048828125,1451.8499755859375,1438.6085205078125,1143204
2021-02-25,1460.0,1462.949951171875,1430.5,1434.449951171875,1421.3671875,1967386
2021-02-26,1420.0,1431.949951171875,1403.0999755859375,1406.9000244140625,1394.068603515625,2715597
2021-03-01,1421.5,1466.0,1416.5999755859375,1452.1500244140625,1438.906005859375,1962042
2021-03-02,1469.0,1474.0,1450.0,1471.1500244140625,1457.732666015625,1293306
2021-03-03,1472.0,1481.6500244140625,1466.1500244140625,1474.5999755859375,1461.151123046875,1227772
2021-03-04,1452.0,1487.6500244140625,1450.550048828125,1470.5,1457.0885009765625,1822476
2021-03-05,1465.0,1493.0,1462.199951171875,1474.199951171875,1460.754638671875,1954113
2021-03-08,1475.0,1481.25,1451.0,1456.75,1443.4639892578125,1060584
2021-03-09,1470.0,1478.9000244140625,1445.0,1456.9000244140625,1443.612548828125,941590
2021-03-10,1470.0,1481.0,1463.0,1471.25,1457.8316650390625,1257628
2021-03-12,1480.0,1507.800048828125,1478.5,1482.5,1468.9791259765625,2631081
2021-03-15,1496.9000244140625,1496.9000244140625,1471.0,1492.199951171875,1478.590576171875,1482287
2021-03-16,1505.0,1531.0,1496.9000244140625,1500.949951171875,1487.2607421875,3191850
2021-03-17,1494.25,1499.550048828125,1470.050048828125,1472.550048828125,1459.119873046875,1195023
2021-03-18,1485.5999755859375,1492.9000244140625,1463.0,1468.199951171875,1454.8094482421875,1242978
2021-03-19,1450.0,1470.8499755859375,1432.050048828125,1465.449951171875,1452.0845947265625,2360672
2021-03-22,1465.0,1468.6500244140625,1448.0,1460.300048828125,1446.9815673828125,1331121
2021-03-23,1460.300048828125,1514.800048828125,1454.0,1495.3499755859375,1481.7117919921875,2534795
2021-03-24,1486.0,1508.800048828125,1476.449951171875,1488.1500244140625,1474.57763671875,1871092
2021-03-25,1484.0999755859375,1498.5,1447.75,1450.8499755859375,1437.61767578125,1609996
2021-03-26,1459.9000244140625,1512.4000244140625,1457.0,1505.8499755859375,1492.1160888671875,1922278
2021-03-30,1510.0,1563.0,1510.0,1552.199951171875,1538.0433349609375,3466042
2021-03-31,1549.9000244140625,1567.4000244140625,1536.75,1558.050048828125,1543.840087890625,1431746
2021-04-01,1560.0,1593.300048828125,1551.550048828125,1559.3499755859375,1545.128173828125,1343989
2021-04-05,1541.0999755859375,1559.0,1500.0,1535.0,1521.000244140625,1376233
2021-04-06,1529.5,1548.0,1509.0,1525.5,1511.5869140625,1400544
2021-04-07,1522.0999755859375,1561.449951171875,1508.0,1514.0999755859375,1500.2908935546875,2592185
2021-04-08,1529.25,1579.0,1525.5,1571.300048828125,1556.9691162109375,2085919
2021-04-09,1569.9000244140625,1618.0,1561.300048828125,1592.0,1577.4803466796875,3569146
2021-04-12,1571.0,1572.6500244140625,1502.25,1510.449951171875,1496.674072265625,1889829
2021-04-13,1528.5999755859375,1553.300048828125,1516.6500244140625,1530.5999755859375,1516.640380859375,1880575
2021-04-15,1545.0,1554.5,1515.550048828125,1538.550048828125,1524.5179443359375,1313429
2021-04-16,1529.800048828125,1559.800048828125,1529.800048828125,1549.050048828125,1534.9222412109375,1501276
2021-04-19,1525.0,1532.449951171875,1500.0999755859375,1518.699951171875,1504.848876953125,1439975
2021-04-20,1524.199951171875,1560.0,1510.0,1522.9000244140625,1509.0106201171875,1789104
2021-04-22,1530.0,1530.0,1473.1500244140625,1480.8499755859375,1467.3441162109375,2200432
2021-04-23,1478.0,1496.9000244140625,1451.5999755859375,1461.449951171875,1448.12109375,1726070
2021-04-26,1470.0,1489.75,1465.1500244140625,1479.8499755859375,1466.353271484375,1020499
2021-04-27,1485.0,1503.550048828125,1482.0,1495.0999755859375,1481.464111328125,1145908
2021-04-28,1505.0,1514.9000244140625,1491.699951171875,1508.8499755859375,1495.0887451171875,1037771
2021-04-29,1524.0,1527.5,1497.0,1506.800048828125,1493.0574951171875,1927546
2021-04-30,1500.0,1516.550048828125,1471.0,1491.6500244140625,1478.045654296875,3691399
2021-05-03,1477.0,1477.0,1421.0,1423.949951171875,1410.963134765625,3945733
2021-05-04,1434.0,1434.0,1400.050048828125,1402.9000244140625,1390.1051025390625,3194977
2021-05-05,1406.0,1431.9000244140625,1403.4000244140625,1428.4000244140625,1415.37255859375,1819256
2021-05-06,1435.800048828125,1448.449951171875,1431.0,1444.4000244140625,1431.2266845703125,1464006
2021-05-07,1449.0,1459.25,1439.9000244140625,1446.5,1433.3074951171875,1190019
2021-05-10,1454.4000244140625,1469.75,1445.0,1455.1500244140625,1441.8785400390625,1322561
2021-05-11,1439.0999755859375,1457.949951171875,1432.0,1435.25,1422.1600341796875,1582827
2021-05-12,1431.0,1460.0,1425.8499755859375,1454.949951171875,1441.68017578125,1358169
2021-05-14,1469.0,1477.800048828125,1433.0,1455.8499755859375,1442.5721435546875,1876873
2021-05-17,1462.0,1470.800048828125,1438.0,1468.300048828125,1454.9085693359375,2218758
2021-05-18,1480.0,1547.0999755859375,1476.25,1539.25,1525.2115478515625,3075596
2021-05-19,1522.25,1553.9000244140625,1516.800048828125,1521.1500244140625,1507.276611328125,1504440
2021-05-20,1523.0,1566.25,1522.5,1531.3499755859375,1517.3834228515625,3032029
2021-05-21,1552.199951171875,1552.8499755859375,1533.550048828125,1538.3499755859375,1524.3197021484375,1158893
2021-05-24,1532.1500244140625,1535.0,1505.449951171875,1520.75,1506.8802490234375,1126532
2021-05-25,1536.0,1574.9000244140625,1535.0,1569.1500244140625,1554.8387451171875,2530758
2021-05-26,1580.0,1614.0,1576.6500244140625,1582.949951171875,1568.512939453125,3839248
2021-05-27,1590.699951171875,1606.949951171875,1567.3499755859375,1594.25,1579.7098388671875,2810155
2021-05-28,1595.0,1612.25,1570.550048828125,1577.0,1562.6171875,1028675
2021-05-31,1570.6500244140625,1608.25,1569.0,1596.25,1581.691650390625,1525715
2021-06-01,1608.0,1612.0,1589.300048828125,1591.4000244140625,1576.885986328125,1111933
2021-06-02,1581.0,1596.75,1564.199951171875,1585.699951171875,1571.23779296875,1859258
2021-06-03,1601.0,1702.300048828125,1588.550048828125,1691.199951171875,1675.775634765625,7221910
