Date,Open,High,Low,Close,Adj Close,Volume
2021-06-04,1713.800048828125,1713.800048828125,1665.5,1679.5,1664.182373046875,2952017
2021-06-07,1685.8499755859375,1713.8499755859375,1676.0,1685.0999755859375,1669.731201171875,1471576
2021-06-08,1686.0,1726.0,1674.199951171875,1712.5,1696.8814697265625,1743285
2021-06-09,1714.949951171875,1739.9000244140625,1696.1500244140625,1730.75,1714.96484375,2551140
2021-06-10,1741.4000244140625,1745.8499755859375,1722.199951171875,1738.6500244140625,1722.79296875,1850763
2021-06-11,1736.550048828125,1743.0,1724.550048828125,1728.449951171875,1712.685791015625,761647
2021-06-14,1728.449951171875,1740.0,1713.0,1734.800048828125,1718.9781494140625,887780
2021-06-15,1748.0,1748.949951171875,1719.5999755859375,1723.4000244140625,1707.6820068359375,868275
2021-06-16,1724.0,1729.0,1706.5,1714.949951171875,1699.3089599609375,1116772
2021-06-17,1706.0,1722.0,1701.4000244140625,1711.4000244140625,1695.7913818359375,546515
2021-06-18,1700.0999755859375,1725.0,1686.0,1711.300048828125,1695.6923828125,2018319
2021-06-21,1699.0,1747.550048828125,1690.75,1742.8499755859375,1726.95458984375,925811
2021-06-22,1750.0999755859375,1770.800048828125,1748.0,1757.0,1740.9755859375,2083172
2021-06-23,1757.0,1786.0,1755.050048828125,1782.550048828125,1766.2926025390625,1608518
2021-06-24,1785.0,1792.949951171875,1767.5999755859375,1780.8499755859375,1764.6080322265625,1271298
2021-06-25,1785.0,1792.0,1742.0,1753.8499755859375,1737.854248046875,1378327
2021-06-28,1768.5,1768.5,1719.75,1728.050048828125,1712.28955078125,1339433
2021-06-29,1735.800048828125,1746.0,1721.25,1731.5999755859375,1715.8072509765625,1236704
2021-06-30,1738.0,1755.3499755859375,1728.1500244140625,1732.5,1716.698974609375,803926
2021-07-01,1729.0,1746.4000244140625,1725.75,1740.300048828125,1724.4278564453125,567971
2021-07-02,1755.0,1767.8499755859375,1740.199951171875,1754.75,1738.7459716796875,1259675
2021-07-05,1760.0,1762.9000244140625,1743.0,1749.9000244140625,1733.9403076171875,632904
2021-07-06,1750.0,1774.0,1746.050048828125,1762.800048828125,1746.72265625,960973
2021-07-07,1762.800048828125,1783.4000244140625,1718.0,1727.25,1711.4969482421875,2188364
2021-07-08,1730.0,1746.0,1721.25,1726.3499755859375,1710.60498046875,1167637
2021-07-09,1724.0,1739.949951171875,1718.0,1720.5999755859375,1704.907470703125,831213
2021-07-12,1730.0,1739.199951171875,1711.9000244140625,1719.8499755859375,1704.164306640625,792602
2021-07-13,1730.0,1735.0,1717.449951171875,1724.25,1708.524169921875,797913
2021-07-14,1726.0,1728.5999755859375,1705.0,1710.3499755859375,1694.7509765625,891780
2021-07-15,1705.5,1716.75,1694.5,1701.550048828125,1686.0313720703125,943422
2021-07-16,1706.9000244140625,1710.0,1688.6500244140625,1695.3499755859375,1679.8878173828125,907734
2021-07-19,1694.3499755859375,1709.25,1674.9000244140625,1680.3499755859375,1665.0245361328125,831260
2021-07-20,1680.3499755859375,1691.449951171875,1662.5,1671.4000244140625,1656.15625,819793
2021-07-22,1695.0,1714.6500244140625,1682.199951171875,1701.75,1690.2745361328125,1146821
2021-07-23,1714.6500244140625,1725.949951171875,1697.0,1700.949951171875,1689.4798583984375,1053239
2021-07-26,1700.9000244140625,1736.8499755859375,1700.0,1722.8499755859375,1711.2322998046875,1435514
2021-07-27,1733.0,1742.4000244140625,1713.3499755859375,1729.050048828125,1717.3905029296875,1075244
2021-07-28,1730.0,1749.199951171875,1715.5999755859375,1723.550048828125,1711.927734375,1714957
2021-07-29,1739.0,1756.300048828125,1727.800048828125,1739.1500244140625,1727.42236328125,1346162
2021-07-30,1742.0,1747.9000244140625,1711.199951171875,1714.550048828125,1702.9884033203125,1199644
2021-08-02,1728.0,1776.0,1725.0,1771.550048828125,1759.60400390625,1718511
2021-08-03,1780.0,1854.949951171875,1777.1500244140625,1840.199951171875,1827.7908935546875,5956344
2021-08-04,1857.199951171875,1858.6500244140625,1795.0,1799.5999755859375,1787.4647216796875,2040687
2021-08-05,1820.050048828125,1821.199951171875,1763.199951171875,1799.300048828125,1787.166748046875,2301814
2021-08-06,1796.0,1796.3499755859375,1778.0,1787.75,1775.694580078125,877876
2021-08-09,1787.75,1831.5999755859375,1777.75,1799.1500244140625,1787.0177001953125,1770502
2021-08-10,1810.0,1822.0,1793.3499755859375,1799.199951171875,1787.0673828125,862746
2021-08-11,1805.0,1815.0,1773.550048828125,1789.4000244140625,1777.33349609375,748179
2021-08-12,1798.0,1829.5999755859375,1781.0,1823.5999755859375,1811.3028564453125,889082
2021-08-13,1830.0,1841.0,1818.75,1837.9000244140625,1825.5064697265625,1194666
2021-08-16,1828.0,1847.050048828125,1817.0,1837.199951171875,1824.8111572265625,461655
2021-08-17,1840.0,1878.3499755859375,1828.6500244140625,1874.449951171875,1861.8099365234375,1917077
2021-08-18,1887.800048828125,1890.6500244140625,1860.0,1880.300048828125,1867.62060546875,1029077
2021-08-20,1859.4000244140625,1892.300048828125,1857.949951171875,1876.800048828125,1864.1441650390625,1070166
2021-08-23,1889.0,1895.0,1847.8499755859375,1870.3499755859375,1857.7376708984375,1092285
2021-08-24,1883.0,1887.300048828125,1852.5999755859375,1869.5999755859375,1856.99267578125,1003905
2021-08-25,1860.0,1869.699951171875,1820.0,1822.6500244140625,1810.359375,1280400
2021-08-26,1822.6500244140625,1834.5999755859375,1805.25,1815.3499755859375,1803.1085205078125,1059290
2021-08-27,1824.0,1830.0,1797.0,1822.550048828125,1810.260009765625,1020589
2021-08-30,1835.0,1886.949951171875,1831.800048828125,1878.449951171875,1865.7830810546875,1670309
2021-08-31,1878.449951171875,1925.0,1875.550048828125,1921.5999755859375,1908.64208984375,1816071
2021-09-01,1925.199951171875,1953.949951171875,1915.0,1939.4000244140625,1926.322021484375,1247432
2021-09-02,1958.5,1979.5,1946.8499755859375,1967.0999755859375,1953.835205078125,1167157
2021-09-03,1970.0999755859375,2024.4000244140625,1970.0999755859375,2019.300048828125,2005.6832275390625,1548784
2021-09-06,2025.0,2032.8499755859375,2006.1500244140625,2020.6500244140625,2007.024169921875,679133
2021-09-07,2014.0,2039.9000244140625,2012.699951171875,2033.9000244140625,2020.184814453125,773091
2021-09-08,2033.949951171875,2067.0,2015.050048828125,2055.949951171875,2042.0859375,796813
2021-09-09,2052.0,2060.0,2021.050048828125,2034.300048828125,2020.58203125,653397
2021-09-13,2037.0,2043.449951171875,2021.1500244140625,2030.6500244140625,2016.9566650390625,786459
2021-09-14,2038.9000244140625,2061.5,2032.050048828125,2055.699951171875,2041.8377685546875,888765
2021-09-15,2060.0,2133.0,2060.0,2119.85009765625,2105.55517578125,2795995
2021-09-16,2132.949951171875,2132.949951171875,2095.050048828125,2108.699951171875,2094.48046875,725123
2021-09-17,2113.949951171875,2150.0,2080.0,2095.60009765625,2081.46875,1727410
2021-09-20,2088.0,2096.0,2070.550048828125,2077.35009765625,2063.341796875,411738
2021-09-21,2075.0,2097.5,2062.10009765625,2085.85009765625,2071.78466796875,539788
2021-09-22,2096.800048828125,2110.949951171875,2073.39990234375,2081.050048828125,2067.016845703125,1057480
2021-09-23,2090.0,2113.75,2076.60009765625,2105.050048828125,2090.85498046875,711634
2021-09-24,2105.0,2115.0,2085.0,2092.89990234375,2078.786865234375,540771
2021-09-27,2099.0,2107.35009765625,2077.199951171875,2090.25,2076.15478515625,507550
2021-09-28,2083.199951171875,2138.0,2083.050048828125,2129.300048828125,2114.94140625,923489
2021-09-29,2129.0,2167.89990234375,2110.050048828125,2147.5,2133.0185546875,912912
2021-09-30,2149.89990234375,2185.0,2136.300048828125,2161.85009765625,2147.272216796875,1374265
2021-10-01,2157.0,2175.0,2122.64990234375,2163.75,2149.1591796875,626710
2021-10-04,2160.0,2174.300048828125,2138.0,2155.300048828125,2140.76611328125,870878
2021-10-05,2155.300048828125,2206.64990234375,2130.0,2192.64990234375,2177.8642578125,1329784
2021-10-06,2194.0,2204.699951171875,2135.10009765625,2147.64990234375,2133.16748046875,895210
2021-10-07,2255.0,2384.25,2250.0,2375.35009765625,2359.332275390625,8361061
2021-10-08,2420.0,2420.0,2353.0,2358.199951171875,2342.2978515625,1845797
2021-10-11,2377.0,2406.10009765625,2357.550048828125,2362.39990234375,2346.469482421875,1056932
2021-10-12,2365.0,2507.800048828125,2342.64990234375,2492.60009765625,2475.79150390625,3517011
2021-10-13,2539.89990234375,2608.949951171875,2490.0,2537.199951171875,2520.0908203125,4023645
2021-10-14,2575.300048828125,2584.0,2532.35009765625,2564.050048828125,2546.759765625,1546459
2021-10-18,2620.0,2677.89990234375,2575.5,2588.800048828125,2571.343017578125,2572741
2021-10-19,2638.0,2638.0,2468.75,2484.89990234375,2468.143310546875,3546129
2021-10-20,2487.10009765625,2505.550048828125,2403.0,2411.39990234375,2395.13916015625,2868983
2021-10-21,2433.89990234375,2435.949951171875,2380.050048828125,2395.699951171875,2379.544921875,2303014
2021-10-22,2417.39990234375,2494.949951171875,2398.0,2412.0,2395.7353515625,3063724
2021-10-25,2405.0,2412.0,2340.0,2379.14990234375,2363.1064453125,1446182
2021-10-26,2390.0,2468.449951171875,2371.0,2454.75,2438.19677734375,2567357
2021-10-27,2468.0,2482.35009765625,2452.199951171875,2460.10009765625,2443.5107421875,2082690
2021-10-28,2470.0,2470.0,2360.0,2375.14990234375,2359.133544921875,3330380
2021-10-29,2400.0,2404.0,2346.550048828125,2383.550048828125,2367.47705078125,1450019
2021-11-01,2441.449951171875,2441.449951171875,2390.35009765625,2406.300048828125,2390.07373046875,1276469
2021-11-02,2422.800048828125,2464.800048828125,2421.050048828125,2453.949951171875,2437.40234375,1546219
2021-11-03,2462.0,2471.64990234375,2406.050048828125,2417.949951171875,2401.64501953125,1554405
2021-11-04,2439.0,2444.800048828125,2422.0,2431.75,2415.351806640625,181506
2021-11-08,2477.89990234375,2548.699951171875,2448.300048828125,2536.75,2519.643798828125,3449086
2021-11-09,2528.949951171875,2543.800048828125,2491.14990234375,2512.10009765625,2495.16015625,1097405
2021-11-10,2505.0,2526.85009765625,2472.199951171875,2484.60009765625,2467.845703125,911235
2021-11-11,2484.0,2542.800048828125,2476.300048828125,2528.10009765625,2511.052490234375,1726010
2021-11-12,2547.85009765625,2561.75,2523.0,2539.5,2522.375244140625,1673817
2021-11-15,2551.0,2572.699951171875,2531.699951171875,2539.39990234375,2522.27587890625,846885
2021-11-16,2550.10009765625,2551.35009765625,2520.14990234375,2531.75,2514.677734375,1133767
2021-11-17,2522.89990234375,2539.0,2491.10009765625,2499.35009765625,2482.49609375,892518
2021-11-18,2492.0,2520.0,2456.5,2478.199951171875,2461.48876953125,739912
2021-11-22,2492.39990234375,2492.39990234375,2353.0,2391.300048828125,2375.174560546875,1361329
2021-11-23,2380.0,2410.949951171875,2365.050048828125,2387.699951171875,2371.598876953125,1247942
2021-11-24,2400.0,2405.25,2365.0,2375.85009765625,2359.8291015625,614145
2021-11-25,2360.0,2403.199951171875,2355.14990234375,2397.800048828125,2381.630859375,662071
2021-11-26,2377.800048828125,2385.10009765625,2285.050048828125,2292.300048828125,2276.84228515625,1289322
2021-11-29,2290.0,2334.39990234375,2231.39990234375,2324.199951171875,2308.527099609375,1094276
2021-11-30,2336.39990234375,2390.0,2336.39990234375,2375.5,2359.481201171875,2675375
2021-12-01,2409.800048828125,2441.949951171875,2347.39990234375,2360.199951171875,2344.284423828125,2177426
2021-12-02,2369.0,2422.5,2360.050048828125,2386.5,2370.4072265625,1682636
2021-12-03,2405.0,2405.449951171875,2355.050048828125,2369.25,2353.2734375,1062389
2021-12-06,2361.35009765625,2379.85009765625,2318.39990234375,2325.300048828125,2309.61962890625,547641
2021-12-07,2336.5,2385.85009765625,2325.35009765625,2380.550048828125,2364.497314453125,904175
2021-12-08,2385.0,2418.0,2377.10009765625,2405.550048828125,2389.32861328125,926476
2021-12-09,2424.0,2424.0,2355.85009765625,2373.14990234375,2357.14697265625,1250492
2021-12-10,2385.39990234375,2385.39990234375,2296.300048828125,2339.35009765625,2323.5751953125,2288164
2021-12-13,2352.60009765625,2386.0,2340.10009765625,2350.5,2334.64990234375,992852
2021-12-14,2342.699951171875,2371.25,2318.75,2354.85009765625,2338.970703125,765269
2021-12-15,2355.10009765625,2368.25,2317.449951171875,2323.14990234375,2307.484130859375,567271
2021-12-16,2344.10009765625,2364.800048828125,2325.25,2357.25,2341.3544921875,998086
2021-12-17,2336.0,2339.300048828125,2257.10009765625,2280.39990234375,2265.0224609375,1591893
2021-12-20,2259.699951171875,2263.14990234375,2205.0,2239.35009765625,2224.249267578125,1063366
2021-12-21,2251.300048828125,2310.0,2251.300048828125,2287.64990234375,2272.223388671875,883858
2021-12-22,2306.300048828125,2308.10009765625,2282.35009765625,2299.75,2284.241943359375,643034
2021-12-23,2320.0,2337.550048828125,2310.0,2329.89990234375,2314.188720703125,613686
2021-12-24,2340.10009765625,2341.89990234375,2310.0,2319.449951171875,2303.809326171875,534065
2021-12-27,2306.14990234375,2344.0,2286.300048828125,2331.300048828125,2315.579345703125,537545
2021-12-28,2340.10009765625,2384.949951171875,2327.5,2379.85009765625,2363.802001953125,871453
2021-12-29,2379.0,2416.449951171875,2370.35009765625,2402.14990234375,2385.951416015625,764644
2021-12-30,2393.800048828125,2448.0,2390.699951171875,2437.300048828125,2420.864501953125,1152684
